xZk8qwG0AM8,Arithmetic operations  Let's start learning the syntax of Python  First of all  you have arithmetic operations  and I'll quickly go through a sample of those  I'll show you how they work  13 + 3 is 16  13- 3 gives you 10  13 x 3 is 39  2 raised to the 3rd power is 8  13 divided by 3 is 4  13 divided by 3 in this way  this is an integer line  and divide it to and find the integer and throw away the fraction  it's just 4  And 13% 3 Is the remainder upon dividing 13 by 3 
FJNAokhimfg,Our first functions  Now let's look at a simple function in Python  The kernel that we have  percent  pound percent sent  and pound percent sent  and they mark out a cell  These lines show you the boundaries of the cell  Here we have a function defined within a cell  and we can execute that by typing Ctrl  Enter  On a Macintosh it would be command return  Now this function can be run by typing in the console the name of the function  Hello  world! A couple of things to note about this  One is it's got a single statement  Print hello world  And it does that  And this statement is indented four spaces  one  two  three  four  We always indent four spaces we don't use tabs that can sometimes cause confusion on the part of python  I've also got a string here enclosed in triple quotes  This string can be used to document the program  and if you notice up here in [INAUDIBLE] inspector  you can get the definitions of various functions and we can get the definition of our function by clicking on hello  Yeah  I'm here type in control I  Then our function shows up here in this triple queried string is a documentation so that you can put instructions on how to run your program for example in that or your function  Now let's write another function  Here's the area of a circle of a given radius  Again we've got pound percent cent to mark out the cell  We can execute this [INAUDIBLE] anywhere in the cell and type in control enter or command return on a Macintosh  That puts  that loads it into the console window over here  And now we can run it by typing  Area of a circle  the name of the function  And I'll give it a value of five for the radius  It prints out the area of a circle of radius 5 is 78 5  Now let's look at does that first of all  we have the formula for the area of a circle  Area is equal to pi  3 14 times the radius  squared  Just a simple formula for the area of a circle  Now  we print the phrase  the area of a circle of radius  all about the radius is all about the area that we computed  Now you try writing a function  here is an exercise to do  Write a function def area triangle BH where B is the base and H is the height of the triangle  to compute the area of a triangle the formula is area equals one half base times the height  output should look like the following  The area of a triangle of base 3 and height 5 is 7 and a half  You can test your function by executing the following code  Here's a triangle of base 3 and height 5  here's one of base 2 and height 20  Here is my run of this  The area of a triangle of base 3 and height 5 is 7 5  The area of a triangle of base 2 and height 20 is 20  Now you try it  when you get through  press continue and I'll show you my solution  Okay  here is my solution  Definition area of triangle  bh is area equal one-half base times the height  just that same formula  Print the area of a triangle of base  b  and height h  is area 
gbOc1Hw5Ifc,Creating strings and using them in print statements  You can form a string in Python by using quotes  either single quotes or double quotes  it doesn't matter  Here are a couple of examples  This is using double quotes to form the string  And this just uses single quotes to form a string  Now  there is one condition here  This string has a single quote in it  So to use single quotes outside to form the string would cause some confusion  Here's one that has double quotes in it  and to use double quotes outside to form a string would cause confusion  But if you've got a single quote  you can use double quotes outside to form the string  If you've got double quotes in it  we can use single quotes outside to form a string  As you can see  both of those worked  Now  what if you've got a single quote and a double quote in the string? Here's an example on how you can do that  If you have both  here's  My cat's name is Butters is what I want to write  All right  so I use double quotes outside  but I've gotta tell Python that this double quote and this double quote are not the double quotes that mark the string  So I want it to print an actual quote  so I put a backslash in front of that and a backslash in front of this one  And that tells it that this next character is actually to be printed as is  So that's called escaping that character  So the escape symbol is a backslash  Now let's write another Python function  I want to compute  I want to convert Fahrenheit degrees to Celsius degrees  So this is the function that's going to do that  It's called fahrenheit_to_celsius  I want you to run it once or twice so that you get an idea of what it does  F-A-R-H  So I converted 212 degrees Fahrenheit to 100 degrees Celsius  That should be a familiar [COUGH] conversion  Now let's take a look at the function and see how that does that  First of all  we have a description in triple quotes  And so if I click on this  I'll see that our function is documented up here  Next  note that I have two lines that begin with pound sign  Anything beyond a pound sign on a given line is not executed by Python  it's just simply ignored  So you can add comments to your code  Next we have the formula  The new temperature is 5 times the Fahrenheit temperature minus 32 divided 9  it's five-ninths  so whatever number of degrees above 32 we have  Then we'll print the Fahrenheit temperature  and the temperature  is equivalent to  and the newly computed temperature  and then end equal  I'll explain that in a minute  degrees Celsius  Now  what has happened here is that my print statement is going to go too long  it's going to be too wide to print out on a piece of paper if I had to  So I've run up against the edge  you might say  of the paper  And I'll need to have two print statements  But the problem of two print statements is that they would be on different lines  So to eliminate creating a new line character and causing it to have two lines  I'm going to say end=''  So instead of the new line character  I'm just going to print a blank  Well  I'm actually going to print nothing  because they're jammed together  So what that effectively does is it keeps it all on one line  And here you can see that it all kept on one line  Let's run it one more time on a familiar temperature  32 degrees Fahrenheit is a commonly known Celsius temperature  that's 0 degrees Celsius  Now it's your turn to write such a function  Here's an exercise  write a function Celsius to Fahrenheit that will convert Celsius temperatures back to Fahrenheit degrees  Now  the formula for that is nine-fifths times the temperature plus 32 degrees  Now  I'm giving you my example run  and here are three test values  100 degrees Celsius  0 degrees Celsius  50 degrees Celsius  And here's what my program did with those  100 degrees Celsius  it wrote the Celsius temperature at 100 is equivalent to 212 degrees Fahrenheit  So you can write your function and then use these statements to test your function  and you can see if you get the same thing that I get  Now  press the continuation button when you've got yours running  and I'll show you mine  Okay  here's my solution  The Celsius to Fahrenheit temperature is  and I've got a documentation line here  then do the computation  the new temperature is nine-fifths times the temperature plus 32 degrees  And then I've got a print line that prints the Celsius temperature  and I give it as equivalent to  and I give the new computed value  And then I use end='' so that I don't have a new line  And then I can continue this statement on the next line 
xs7M3wmoGUc,"The ""input"" statement and combining strings  Now let's write a function that takes input from the keyboard and also combines strings  Here's an example  This function is supposed to get my name and then write it out  All right  so I write name  My name is Bill  that was first name  My last names Boyd and it will write out your name is Bill Boyd  So  let's look and see how that worked  First of all you know we still have the documentation and I can see that at the top  I type in Ctrl+I  okay  I'm using an input statement to get from the keyboard  Now I have to have a prompt  so that the person will know what I want to be entered  So  the input statement has a prompt as a string  enter your first name  you see it here  And then I typed in Bill and it stored that in this variable called fname  F for first name  And then I ask for another input  and I ask for last name this time is started into a variable called lname for last name  Now I make the full name by taking the first name concatenate or adding the string  A little blank to separate the first name from the last name  And then I'll add on the last name  So  I've got the full name put together here and then I'm going to print it together  print it out  Print \""your name is\"" and we'll print the full name  So  what's new here is with the input statement and with concatenation  or adding of strings  Now  you try it  I want you to take the same function and add a couple of features to it  In addition to getting your name  putting it together into a string and printing it  I want you to get the city that you live in and the state or nation that you live in  And write that out in the fashion that I'm showing you here  Here is my run  Enter your first name  Bill  Enter your last name  Boyd  Enter the city you live in  Middletown  Enter the state you live in  my case Connecticut  okay? Your name is Bill Boyd  This is from the previous program example  And now  you live in Middletown  and I've put that Middletown down  Connecticut  And I made a longer string that has Middletown  Connecticut in it  but they're separated by a comma  So  when you go and try and write this your self and then when you get through  press the continuation button and I'll show you my example  Okay  here is my solution  I have documentation  if you like to see that  Input first and last name  this documentation is useful and that gives you instructions to some work to do  Input first and last name  Combine to one string and print  Also input the city and state and print  Now  this is exactly what we had before that's not new but here's an input statement that gets the city  Here's an input statement that gets the state and then I combine the city and state into one string  And that string has got comma space in the middle of it to separate city from state  Now I can print your name is and print you live in  city  state  And you don't want to put this input statement after you've printed out the name  Because then over here it wouldn't have collected all the data and then written out the result  It would have connected part of the data or written out part of the result  collected some more data and written out the rest of the result  That just wouldn't be coot "
-2hpoIjNSb4,"Using the ""if"" statement  Now let's take up the if statement  Here's an example function that uses the if statement  And here's how it works  I'm going to set x = 5  y = 0 and z = 0  And then I'm going to test it  I'm going to test if x is greater than 0  current x is positive  If y is greater than 0  I'll print y is positive else  I'll print y is not positive  Let's see how that works  So x is 5  So when we get down to this statement  we're really comparing 5 to greater than 0  which is true  So  we'll print that x is positive  And there you see it's done  okay? If y is greater than 0  print y as positive else  it'll print y as not positive  But y is 0  So  y greater than 0 is not true so  it will not print this  It will print y is not positive instead and you see that is the case  And then  you've got an else if statement  Let's take z  We'll test to see if z is greater than 0  Well  that's not true  it is 0  So we won't print z is positive  Then we'll check if z is greater than 0  which it's not  else if  That's what elif means  else if z is less than 0  we'll print z is negative  Well  it's not negative either so that won't happen  And else will take care of anything else  It'll print z must be 0  and that's what it prints  Okay  if we change the values of these  things would work differently  Okay? So you got if  notice the if statement  There's a condition that you test to see whether it's true and then it ends on a colon  And then anything that's indented  four spaces underneath that  get's executed if this is true  In the case of this  here's another if statement  notice it end to colon  This stuff that's indented  if this is true  will get executed  Else  this gets executed  And this got executed  notice else has a colon  If z is greater than 0  print z is positive  else if z less than 0  print z is negative  notice the colon  else  print z is must be 0  Now I want to talk about equal signs for just a minute  Equal is an assignment  okay? If I want to set x equal to 5  I set it this way  If I want to test to see if x is equal to 5  I use double equals  If I want to check to see if x is not equal to 5  I put exclamation point equals  So this is assignment  This test for equality  this test test for not equals  Here are some examples  We give those x  y  and z values  And then  we'll try them out on these statements  Okay? This statement says print x = y  okay? So we test to see if x = y  And that will either be true or false  X is equal to y  is true so it prints true  This has a value of true and it prints that  Okay? Print x is not equal to y  so we'll test for not equal  Well  they are equal so this is false  X is not equals to y is false and that's what it prints  If x is equal to z  we'll text to see if x is equals to z  Well  x is 5 and z is 6 so that's just not true that x is equal to z  And x is equal to z since it's not true  it's false  okay? The last one is we'll check to see if x is not equal to z  And x is not equal to z  x is 5 and z is 6  So x not equal to z is true  and that's what it prints  Here's an example of a function that makes use of the double equals for comparison  as well as the equals for assignment  and does a computation  Here  let me run it first and then we'll talk about it  This function  it completes the area of a square or a circle  First of all  I've got to tell it whether we're talking about a circle or square  okay? If I tell it that we want the area of a circle  then I give it the radius of the circle  5  to say and it computes the area of the circle  If we say that we're computing the area of a square and I give it a 5  then it computes a different number  Let's see how it does that  Well  the definition of the function here  and I use a variable type  which will be either circle or square and I give either the radius if it's a circle or the length of a side if it's a square  Now we have our usual documentation here  Tells you how to run it  Now we compare type  To circle  Notice we used the double equal  If type == \""circle\""  then we'll do the following  We'll do these two lines  They're both indented the same under that if statement  Else  if type == \""square\""  then we'll do these two statements and they're both indented four spaces underneath the else if  Else will print  I don't know that one  Let's do an example of that  area of a parallelogram  4  okay? So  and by the way  this unusual naming here is because type  I wanted to use type here and type is a keyword in Python  It's a word like print  that has a special meaning  Or elif  that has a special meaning  or if that has a special meaning  or else  that has a special meaning  Type names  the type of the variable  like I said if an integer  or a real number or a string  okay? Now  so  I put an underscore right after that to make it not just the word type  Just a little technical thing  Now  lets check this  if type == \""circle\""  Notice we have the colon at the end of the equal  the if  We have double equals here for this is to check to see if they are equal that doesn't do an assignment  But here is an equal using assignment  We're going to set area equal to pi and x squared  That's the formula for the area of a circle  And then we'll print the area  elif type happens to equal to square  And again  we use the double equals for comparison  And we'll compute the area of a square if that is true  And that's the side spread  And we'll print that area  else we'll just print we don't know  We could expand this by repeating elifs  and add additional types of figures  Now  I want you to write a function that makes use of the if statement  I want you to compute the absolute value of a number  Here is my run of the program on these test data  Absolute value of 5 is 5  The absolute value of -5 is 5  The absolute value of 0 is 0  So there are three runs of my program  I think you should write the program and make the print out look like mine  the absolute value of  Write that string  and then give the number  And then is  and then compute the absolute value of that number and print that  Remember  that if the number is less than 0  you just multiply by minus 1 to make it greater than 0  When you finish writing your program  press  The continue button to continue  Here's my solution  Definition  absolute value  number  colon  If the number is greater than or equal to 0  then the absolute value of the number is the number  Else  the absolute value of the number is the negative of the number  Or minus one times the number  And then  once you've computed the absolute value  then you could print the absolute value of num is abs_num "
c3OLRBt8TI4,Converting strings to numbers  Using the remainder operator  Here's another example of a function converting Fahrenheit temperature to Celsius temperature  Let's try it out  First  it asks me to enter a Fahrenheit temperature and I'll enter 212 degrees  And it converted that to 100 degrees Celsius  so it seems to work fine  So this would seem to be a good program  Now let's take a look at the writing of the program  and then we'll talk more about it  First of all  I have the documentation and I say that it's bad  It does seem to work  Let's go on and look at it and then we'll see why that I say it's bad  The temperature is being input from the keyboard  So it says enter a Fahrenheit temperature  There it is  and we enter 212 degrees  We converted that  now this is input as a string  anything typed in is a string  So we take that string and we convert it to an integer  Can't do arithmetic on it if we don't convert it from a string to an integer  to a number  anyway  Okay  then we compute a new temperature using the formula for converting Fahrenheit temperatures to Celsius temperatures  So now we've got the temperature and the new temperature  Now we'll print the Fahrenheit temperature  temp  is equivalent to  and we're going to keep from going to a new line and then we're going to print a new temperature  the computed Celsius temperature  degrees Celsius  and so it worked  Okay  now why  if it works  do I say that that's bad? Well  let's run it again and I'm going to show you what can go wrong  I'm going to press up arrow  that repeats the previous command  Okay  and this time  instead of typing 212 degrees  I'm just going to simply press Enter  Well  this is an example of a Python error  It says here  invalid literal for int with base 10 and it gives the thing that I entered  I just pressed Return  I didn't give it a real number  And so when it tried to convert it  a blank to an integer  it couldn't  And so the program crashed right there  You can see that the statement that it crashed on is temp = int(temp_str)  So this is not a very robust program  If somebody tried to run the program  they might get this error message and they would be puzzled as to what's going on  Let's try to improve the program and here's fahrenheit_to_celsius2  Now what we want to do  is we want to check to see if they entered something  So after entering the Fahrenheit temperature  I'm going to say  if temp_string and then I'm going to do all of those things  Now temp_string is considered to be true if it's anything other than just empty  okay? This is programming technicality kind of things  Let's run it and see if it corrects the problem  Now I'm going to press up arrow  Two or three times until I get back to this one  I'm going to change it from fahrenheit_to_celsius1 to fahrenheit_to_celsius2  save me some typing  Okay  enter a Fahrenheit temperature  212 works  okay  and we'll run it again  And this time  I'm going to just press Enter  Now it didn't crash  So we made an improvement on this thing  We could have put an else statement in here and say you have to enter a temperature  But this one has problems too  Let's try 212 0  We know it works on 212  212 0  The problem is that 212 0 is not an integer  It's considered a real number because it's got the 0 0 there  Or in programmer talk  it's a float  They usually say float rather than an integer  Here's an improvement on this thing that's going to correct that  Here is fahrenheit_to_celsius3  We're going to start off the same way  We're going to input the temperature string  and we're going to check  if the temperature string is not empty  then we're going to do the rest  okay? But the rest considered is we're going to check to see if the temperature string has a digit  Now we haven't seen this before  but strings have various methods  These are things that strings can do for themselves  And they're separated from the name of the string by a period  So isdigit is like a function for that string  it's called a method  okay? If it's entirely digits  it's okay  But if it has a period in it  then it's not all digits  So if everything is a digit is true  then we're going to say  we're going to apply the integer  convert the string to integer  Ad then we're going to compute the new temperature and we're going to print out the result  Else we'll print out that you must enter a number  say goodbye  Let's see how that one works  Again  we'll press up arrow till we get to this and we'll convert it to 3 and we'll enter the temperature  works fine  Try it again  up arrow  Press blank  works fine  We tested to see if we actually entered a string  and since we didn't  we didn't go through the code that's inside of this if statement  Now let's try it again  And this time  we'll enter 212 0  We got inside here  and we check to see if it's a digit and it wasn't  everything wasn't a digit  the period's there  Else prints  you must enter a number  bye  Here's a function that uses integer division  It converts inches to feet  Let's run it  77 inches is 6 feet  5 inches  Now let's look and see how that's done  First of all  we have to have the 6 feet  so we use integer division  divide by 12 and we look and see how many times 12 will go into the number of inches  In this case we use 77  And it went 6 times  Now 6 12s are 72  so there are inches left over  When we have these extra inches  we compute them by taking the total inches given minus 12 times the number of feet we computed  12 times 6 was 72  so when we subtracted 72 from 77 we got 5 inches  So we printed inches is 77 inches is  6 feet and the extra inches  5 inches  So we used integer divide right here  But we got the remainder by multiplying by 12 and subtracting it from the total inches  What I want you to do is to rewrite this function so that it uses the remainder function percent to compute the inches that are left over  Remember how that works  If we take 19 and divide by 5  we get a remainder of 4  Now I want you to modify this function  call it inches_to_feet2  and replace the middle line with one that computes the extra inches by using the remainder function  the percent operator  Press the Continue button when you are finished writing your function  Here's my solution  The only difference is right here in this line  You take inches % 12  that gives us the remainder on dividing by 12  that's the extra inches 
CoBIpAZQYiA,"Introduction to loops - the ""while"" loop  Often  we need to execute a section of code with many variations over and over and over again  Such a construction is called a loop  Here is an example of a program with a particular kind of loop called a while loop  The while loop executes over and over again while a particular condition is true  Here's the example  In this case  we write the numbers 2  4  6  8  Who do we appreciate? COURSERA  Now the loop produces the 2 and the 4 and the 6 and the 8  Let's see how that's done  First of all  we have a counter  a little variable called ct  stands for count  While ct <= 8  we're going to print the ct  And then we're not going to go start a new line  we're going to skip a space  And then we're going to add 2 to the ct  and then we double back  and we try to test whether or not this thing is still less than or equal to 8  So the first time through  when we get to the while ct <= 8  ct = 2 so it's definitely less than or equal to 8  So we then print the 2  and we see it over here  And then we print  instead of a carriage return line feed or a new line  we print a space  Then we add 2 to ct  then we double back  Now ct is 4  4 is still less than or equal to 8  so we'll repeat the two lines of the loop again  And after that repetition  ct is now at 6  6 is still less than or equal to 8  So we go through print the 6 and a space  And then we add 2 to it  and now go back  And it's still less than or equal to 8  it's actually equal to 8  And we go through the loop one more time  And then we add 2 to it  and now it's 10  So we go back and do the test  while 10 <= 8  and it's not  so then we don't repeat the loop anymore  We go down to the next line after the loop  which is this print statement and a print without anything in it like that  just starts a new line  And then we print Who do we appreciate?  and there it is  And then we print COURSERA  That's the while loop  Now  it is your turn to write a function with a loop in it  This next exercise is to write a function count_down that pretends to be a rocket launch countdown  It'll start at 10  It'll type 10  9  8  7  6  5  4  3  2  1  and then BLASTOFF  Here's my run of that program  Yours should look the same way  Before you get started on this  I want to point out the three parts of the loop that you need to be conscious of  First of all  a variable is initialized before you enter the loop  Second is  variable is compared to some value of units at the loop  and while this comparison turns out to be true  you continue to do the loop  And third  inside the loop  this variable needs to be changed in some manner  otherwise  the loop will loop forever  Now you write your function  and when you get through  press Continue and I'll show you my solution  Here is my solution  def count_down()  Rocket count down routine  I initialized the variable ct at 10  I check to see that it's greater than 0  if it is  I'm going to continue through the loop  And what I do inside the loop  I'm going to print that ct and then I'm going to reduce the ct by 1 because we're going from 10  to 9  to 8  to 7  and so on down the line  When we get through  we're going to print a line  and then we'll write BLASTOFF  Now every time I write the number I print  instead of having a new line immediately  I print end = That'll give me a space between each of the numbers and it won't give me a new line  I'll get that new line just before I do the BLASTOFF "
dwR1R-L9HEU,"The ""for"" loop  tracking down errors  Now let’s take a look at another kind of loop  the for loop  Here is the cheer program rewritten using a for loop  Let me run it  It prints two  four  six  eight  who do we appreciate? Coursera  Now let's take a look at this loop  Let's start count at two  we'll go up two  but not including none  and we'll go in steps of two  So it'll be two  and then the next time through  it'll be two more  four  then the next tim  e through it'll be two more  six  and the next time through it'll be two more  eight  There won't be a next time  because the next time it would be 10  and that would exceed nine  Every time through the loop we're going to print the count  and we're going to print a space  It's just like the other program  otherwise  We print  use the print to get a fresh line  print  who do we appreciate  and then we print Coursera  Let me emphasize that this one is the first one that it does  This one  when count takes on the value nine  it will not do that one  It will not go through the loop when count is equal to nine  It's up to but not including nine and the step size will be two  So  this will go two  and then four  then six  then eight  Now I want you to try and write a function and using the for loop  I want you to write the countdown program using that  Now remember that this step can be negative  Let me show you my run of this program  Countdown one writes 10  9  8  7  6  5  4  3  2  1  And then Blast Off  this is a rocket launch countdown  Now  I want to emphasize that the range  we have a starting position  we have a stopping position  it won't do that one  And this is the step size  The step sign could be positive or negative  Okay  so take a moment to write this program  and then when you get it written  press the continue button and I'll show you mine  All right  here is my version of doing the countdown  Countdown1  for count in a range of ten  so we will start at ten going down to zero but we won't do the zeroth one  And since we want to go down we want to use a negative step size  we want to go down one at a time from ten to nine  to eight until negative one  We're going to print the count  We're going to print a space  instead of a new line  each time through so that we end up ten  nine  eight  seven  six  five  four  three  two  one  Since we won't use zero  there isn't a zero  And then we print a new line  and then we print  Blast off  Now let's speak a minute about finding errors in programs  Here's an example of a function written in Python that has errors in it  And I want you to think about how you would go about finding errors  Of course  you can look through this thing very carefully  and probably determine what the errors are  but let's do it by trial and error  Let's run the function and see what python tells us  Okay  control enter  Here's the function and it says here we have an indention here  unexpected indent  and it points to this print  So if we look over here  you see this line is indented four space  one  two  three  four  but this one is indented five spaces  So this one needs to be moved over and that's what it's telling this  the indent is an unexpected amount  So  back it up one  then we'll try again  Now we didn't get an error  So  let's try running it and see if it runs properly  What is my favorite toy  So  I'm going to type in football  And we get an error  Name error  The name Ma is not defined  Now we were talking about my tor why is it say my  Well its interpreting this as being a subtraction  It wants to take my minus toy  Now let's look back at our program  We defined a variable called underscore toy  and we wrote my hyphen toy  So this needs to be corrected to be the right name  and now let's run this again and see what happens  Again  of course  it works as far as the loading of the program  So now the program works  We found two errors in it  I'm going to put this back like we had it  Space  and notice that the editor is telling us right here that there's an error  So that the editor can detect some of the errors before they even run it  Python itself helps you to track down the errors "
ZfB5I0wmu1s,Introduction to lists  Python has lists  Let's see how they work  The empty list  Is just empty bracket  A list with one element  let's say a letter a in it  would look like this  A list with two letters would look like this  A list can have numbers  Like this  A list can have strings  Like that  And it can have all of these things  Hello  3 14  A number  Let's define a list of letters  Let me just execute this line  and it gives us this list named lis  And it's equal to the letters a through f  If I type lis  you'll see that I get that list back  Let's talk about how the items of a list are accessed  This is item zero  this is item one  this is item two  and so on  And notice that Python starts with item zero  not item one  So zero  one  two  three  four  five  That's the way these are accessed  Let's take a look at how to pull an element out  If you want item 0  you type lis[0]  If you want item 1  you type lis[1]  If you want to know how many items are in the list  you can use the len function  the length function  And it'll tell you that there's six  there's three  four  five  six  Now  what if we wanted to get the last element of the list? Well you might be tempted to ask for the following  lis[6]  But let's see if that would work  This is item zero  one  two  three  four  five so the last item of this list is item five  not item six  So this won't work  but I can say item five and get it  That worked just fine  There is a simpler way and that is that I can type -1  That says count from the end of the list so this is first one at the end of the list  And the next to the last one will be lis[-2]  And so on  let me repeat the list  Now I might want to get items two through four back into it this way  Now what that will tell me is  items two and three but it will not print four  Zero  one  two so item two is a c  so it'll start there and it'll do three but it will not do four  which is the e  Let's see that  zero  one  two  There's the two  Three  there's the third one  Four is not there  I want to get everything from item three on to the end  I can do that  And not put an ending spot  I want to get everything up to  but not including three  I can do that  Zero  one  two  here's three  It's d  it's not there  If I want to add onto the end of the list  I can use a method of lis called append and I can  in this case  add g on in this manner  You see g is now added on to the end of the list  We can ask whether something is in the list  So I'm going to ask if d in lis  I can make that assertion  Python will tell me whether that's true or false  It is true  If I make the assertion that x is in the list  it'll tell me that it's false  So I can tell whether something is in the list by doing an assertion and see whether I get true or false  Now let's look at a function that makes use of the list  First of all I'll go over here and click on  in that cell  and execute it  Who_is_there is the name of the function  And I'll give it a simple list with just a lion in it  And it prints  there's a lion  There's no horse in the list and the list has one item  Let's take a look at the code If bear's in the list  it'll do something  But there's no bear in the list  There's only lions in the list  If lion is in the list  then it'll print there's a lion  And it does that  If daisy or iris is in the list  it'll print there are flowers  but they're not there  If they both are there  it'll print something  If donkey's in the list  it'll print there's a donkey  but that's not in the list  And now let's look at this horse not in list  The assertion horse not in list is true  only a lion's in the list  so this is true  If this is true  then it'll print there's no horse in the list  and it does  The last line prints  the list has a length of list items  and there's one item  Let's execute it  and let's say iris  Put that in the list  Now again the lion's in the list  so it prints there is a lion  But now  it'll see this line  if daisy in list or iris in list then  there are flowers  Well  iris is in the list so it'll print flowers  If it had seen daisy it would of print flowers too  Either or  There's still no horse in the list so it prints that  and now there are two items  Let's put daisy in the list  Now the lion is still there  So it's still checks the other line and prints there is a lion  If daisy is in the list  and it is  it'll print there are flowers  It would've also printed it because iris is also in the list  Since daisy is in the list and iris is in the list  there are at least two flowers and it prints that  There's still no horse in the list  and now the length of the list has three items  If we put horse in the list  Then there is no horse disappears because horse not in the list is no longer true  horse is in fact in the list  So this if statement is not true  so we'll not write there is no horse in the list  You should make up some lists and pass them to this function and make sure you understand how all those ifs work  Let me point out that we didn't have to type the list directly into the argument  Let me find a few lists here  I'll show what I mean  We've got a list called alion  we got another list ld  has a lion and a daisy in it  and lbf  that list has a lion  a bear  and an iris  So we could have passed these into the function who_is_there(lbf) and it would say  there is a bear  there is a lion  and there are flowers  because iris is there  There's no horse in the list  and the list has three items 
LJpwQ2da8ss,Lists continued  Now let's look at a function that makes use of lists  First of all  I'm going to define two lists  Here's a list that has one A in it  and here's a list that has four A's in it  I want to write a function that's just going to count the number of A's in the list  And this is it  Count A  To run it  type count_a of and then we'll pass it a list  Now  And it says there one letter A is in the list  we'll say count A less one  we'll get four letter As in the list  These are correct  Let's see how that works  First of all  we start off by setting a counter equal to zero  We're going to count one  two  three  four  five  however many letters  A  and we have to start with zero count  When we go through the loop a number of times  and then when we get out of the loop  we're going to make use of that count and print our count letters A in the list  Now let's see how the loop works  This says for every letter in a list  so it's going to look at the first letter in a list  and then later it's going to look to the next letter in a list and the next letter in a list  If that letter is an A  we use the double equals for a comparison  we're going to add one to count  Then we're going to double back and a get it another letter  compared it to A and then add one to count if it is a letter A  If it's not a letter A we won't do anything  That's the way the function works  Now let's look at the various aspects of writing this loop  First of all  there was the initialization of this list counter  CT  Next we went to the loop a number of times  and in the loop we changed that counter  And then when we got out we made use of the counter here  So those three parts  Initialize the counter  change the counter every time through the loop  and then print the result out  This is a design pattern that you will see over and over and over again in loops  Now I want you to write a function that makes use of a loop and makes use of a list  This exercise is to write a function that computes the average of the numbers in the list  That means that you're going to have to write a loop that steps through each element in the list  you're going to have to add up these elements  you're going to have to count those elements  and then you're going to have to divide that sum by the count  Here are a couple of test lists that you can use to test your function  This list should have an average of 41 5  this list should have an average of minus 9 215  Here's my run  this is a run on n list  I listed the elements  I computed the average  and I wrote the count  Here is my run on our r list  and I wrote each element out  Here's the average and here's the count  Now why did I write each element out? Well  often when you go through a list  you miss the first element or the last element  And if you write the list out  you can be sure that you got them all  For example  n list starts with two and ends with one  Mine starts with two and ends with one  so I know I got the whole list  Our list starts with 3 14 and ends with four  Here's 3 14 and here's four  so I know I got the whole list  And your function should be average numlist and use numlist as your list of variables throughout  Don't use end list because it'll only work on this list  Don't use our r list because it'll only work on this r list  You've got to use a variable that will work on both of them  Now you write this function and press Continue when you're finished and I'll show you my solution  Here's my solution  and there are others by the way  Define average numlist colon now I start off with the sum equals zero  and I write an underscore here because sum is a keyword and I want to use sum but I don't want to use the keyword  For i in the range from zero to the length of the list  This is one way to step through the list  Go through the proper number of times and add to that  I'm going to take sum  sum plus the number  And that will give me a new sum  And then I'm going to print the number that I just used  I got all of these  And then the average is going to be the sum divided by the length of the list  Now I'm going to print average is and I'll print the average  Its count is n under the note  That's one way to do this 
